Date,Price,market_cap,Volume
2021-07-21,0.0015306278144386,0.0,151758.71292003494
2021-07-22,0.0015608662997968,0.0,8886.172251476877
2021-07-23,0.0015777582754075,0.0,1752.9988644615694
2021-07-24,0.0015964546399978,0.0,9622.805904159006
2021-07-25,0.0015846274266555,0.0,8568.991840869741
2021-07-26,0.001586717658395,0.0,2372.033368180662
2021-07-27,0.001564388533885,0.0,18157.64971833201
2021-07-28,0.0016022981398089,0.0,4258.069231600262
2021-07-29,0.0016006103613641,0.0,12517.631641829325
2021-07-30,0.0016320844609018,0.0,3669.0509020978175
2021-07-31,0.0016286950979192,0.0,6134.654725484579
2021-08-01,0.0016346368763927,0.0,9599.265606079516
2021-08-02,0.0016298949950607,0.0,38088.20599474308
2021-08-03,0.0016519636003922,0.0,6539.304987572043
2021-08-04,0.0016465240683282,0.0,11298.22738695182
2021-08-05,0.0017015446156622,0.0,16631.835747487945
2021-08-06,0.001681321231412,0.0,21088.298796721385
2021-08-07,0.0017094201158159,0.0,11391.650292659397
2021-08-08,0.0017178430830095,0.0,12322.901033071452
2021-08-09,0.0016790555283099,0.0,6573.732877285783
2021-08-10,0.0016870248243771,0.0,9122.881933853983
2021-08-11,0.0017162092253233,0.0,8764.902882955628
2021-08-12,0.0017496906248136,0.0,6783.978602784182
2021-08-13,0.001690256278659,0.0,16502.343796986905
2021-08-14,0.0017111060534784,0.0,17852.984694289407
2021-08-15,0.0017180509435536,0.0,11124.402233623365
2021-08-16,0.0017280531787934,0.0,10730.676513802233
2021-08-17,0.0016720846914394,0.0,26662.20644921471
2021-08-18,0.0016665782012285,0.0,19890.42260832127
2021-08-19,0.0016225366115729,0.0,10883.04853791274
2021-08-20,0.0016503451101067,0.0,5578.69694258966
2021-08-21,0.0016830234258535,0.0,6128.828901665133
2021-08-22,0.0016952411588099,0.0,7614.898794580962
2021-08-23,0.0016778878007268,0.0,9128.008174367307
2021-08-24,0.001719448659725,0.0,10918.931601134293
2021-08-25,0.0016531463646838,0.0,6747.443951379792
2021-08-26,0.0017075234191028,0.0,16963.51573185785
2021-08-27,0.0017174471694795,0.0,17089.90854086859
2021-08-28,0.0017978858155033,0.0,55727.55031140729
2021-08-29,0.0018137515242561,0.0,5573.667067496298
2021-08-30,0.0018422977287421,0.0,10847.677398060216
